item_id,lexical_item_id,counterbalance_group,version,word,sentence,condition,interpretation,stimulus,low_base,high_base,lemma,lemma_category,freq_ortho,freq_ortho/M,log10_freq_ortho,zipf_scale,length,reading,analysis_status
LD055_low,LD055,3,3,desorganizável,que pode ser desorganizado,low_des,rev,desorganizável,desorganizar,organizável,organizar,ver,3424,109.1221878,3.534533756,5.037913065,9,low,correct
LD057_high,LD057,4,3,desocupável,que não é ocupável,low_des,rev,desocupável,desocupar,-,ocupar,ver,4972,158.4566349,3.69653112,5.199910429,6,high,incorrect
LD059_low,LD059,3,3,desligável,que pode ser desligado,low_des,rev,desligável,desligar,-,ligar,ver,6657,212.1572443,3.823278557,5.326657866,5,low,correct
HD002_low,HD002,4,3,descaramelizável,que pode ser descaramelizado,high_des,neg,descaramelizável,,caramelizável,caramelizar,ver,4,0.127479191,0.602059991,2.1054393,11,low,incorrect
HD004_high,HD004,3,3,desenxaguável,que não é enxaguável,high_des,neg,desenxaguável,,enxaguável,enxaguar,ver,16,0.509916766,1.204119983,2.707499291,8,high,correct
HD006_high,HD006,3,3,desaprazível,que não é aprazível,high_des,neg,desaprazível,-,aprazível,aprazer,ver,22,0.701135553,1.342422681,2.84580199,7,high,correct
HD008_low,HD008,4,3,despasteurizável,que pode ser despasteurizado,high_des,neg,despasteurizável,,pasteurizável,pasteurizar,ver,39,1.242922116,1.591064607,3.094443916,11,low,incorrect
HD010_low,HD010,4,3,desconfortável,que pode ser desconfortado,high_des,neg,desconfortável,-,confortável,confortar,ver,49,1.561620095,1.69019608,3.193575389,9,low,incorrect
HD011_high,HD011,3,3,destriturável,que não é triturável,high_des,neg,destriturável,,triturável,triturar,ver,54,1.720969084,1.73239376,3.235773069,8,high,correct
HD013_high,HD013,3,3,descarimbável,que não é carimbável,high_des,neg,descarimbável,,carimbável,carimbar,ver,93,2.9638912,1.968482949,3.471862257,8,high,correct
HD015_low,HD015,4,3,desassável,que pode ser desassado,high_des,neg,desassável,,assável,assar,ver,111,3.537547562,2.045322979,3.548702288,5,low,incorrect
HD018_high,HD018,3,3,desregável,que não é regável,high_des,neg,desregável,,regável,regar,ver,157,5.003558263,2.195899652,3.699278961,5,high,correct
HD019_low,HD019,4,3,desminável,que pode ser desminado,high_des,neg,desminável,-,minável,minar,ver,192,6.119001188,2.283301229,3.786680537,5,low,incorrect
