item_id,lexical_item_id,counterbalance_group,version,word,sentence,condition,interpretation,stimulus,low_base,high_base,lemma,lemma_category,freq_ortho,freq_ortho/M,log10_freq_ortho,zipf_scale,length,reading,analysis_status,paraphrase
HI038_low,HI038,1,4,incontestável,que pode deixar de estar contestado,high_in,neg,incontestável,-,contestável,contestar,verb,1106,35.24799643,3.043755127,4.547134436,9,low,incorrect,que pode deixar de estar contestado
HI040_high,HI040,4,4,insegurável,que não pode ser segurado,high_in,neg,insegurável,-,segurável,segurar,verb,1173,37.38327288,3.069298012,4.572677321,7,high,correct,que não pode ser segurado
HI041_high,HI041,4,4,incomercializável,que não pode ser comercializado,high_in,neg,incomercializável,-,comercializável,comercializar,verb,1195,38.08440843,3.077367905,4.580747214,13,high,correct,que não pode ser comercializado
HI042_low,HI042,1,4,intraduzível,que pode deixar de estar traduzido,high_in,neg,intraduzível,-,traduzível,traduzir,verb,1304,41.5582164,3.115277591,4.6186569,8,low,incorrect,que pode deixar de estar traduzido
HI046_high,HI046,4,4,inexplorável,que não pode ser explorado,high_in,neg,inexplorável,-,explorável,explorar,verb,1548,49.33444708,3.189770956,4.693150265,8,high,correct,que não pode ser explorado
HI047_low,HI047,1,4,inadiável,que pode deixar de estar adiado,high_in,neg,inadiável,-,adiável,adiar,verb,1569,50.00371283,3.195622944,4.699002252,5,low,incorrect,que pode deixar de estar adiado
HI050_low,HI050,1,4,inseparável,que pode deixar de estar separado,high_in,neg,inseparável,-,separável,separar,verb,2011,64.09016348,3.303412071,4.806791379,7,low,incorrect,que pode deixar de estar separado
HI051_high,HI051,4,4,inverificável,que não pode ser verificado,high_in,neg,inverificável,-,verificável,verificar,verb,2224,70.87843043,3.347134783,4.850514092,9,high,correct,que não pode ser verificado
HI055_high,HI055,4,4,inadquirível,que não pode ser adquirido,high_in,neg,inadquirível,-,adquirível,adquirir,verb,2472,78.78214029,3.393048466,4.896427775,8,high,correct,que não pode ser adquirido
HI056_low,HI056,1,4,injustificável,que pode deixar de estar justificado,high_in,neg,injustificável,-,justificável,justificar,verb,2543,81.04489594,3.40534636,4.908725669,10,low,incorrect,que pode deixar de estar justificado
HI057_low,HI057,1,4,inalterável,que pode deixar de estar alterado,high_in,neg,inalterável,-,alterável,alterar,verb,2627,83.72195896,3.419460073,4.922839382,7,low,incorrect,que pode deixar de estar alterado
HI058_high,HI058,4,4,inesquecível,que não pode ser esquecido,high_in,neg,inesquecível,-,esquecível,esquecer,verb,2848,90.76518429,3.454539985,4.957919294,8,high,correct,que não pode ser esquecido
LR002_low,LR002,4,4,requalificável,que pode voltar a ficar qualificado,low_re,res,requalificável,requalificar,qualificável,requalificar,verb,3,0.095609394,0.477121255,1.980500564,12,low,correct,que pode voltar a ficar qualificado
LR004_high,LR004,1,4,repintável,que voltou a poder ser pintado,low_re,res,repintável,repintar,pintável,repintar,verb,4,0.127479191,0.602059991,2.1054393,8,high,incorrect,que voltou a poder ser pintado
LR006_high,LR006,1,4,remagnetizável,que voltou a poder ser magnetizado,low_re,res,remagnetizável,remagnetizar,magnetizável,magnetizar,verb,13,0.41430737,1.11394335,2.61732266,10,high,incorrect,que voltou a poder ser magnetizado
LR007_low,LR007,4,4,reincorporável,que pode voltar a ficar incorporado,low_re,res,reincorporável,reincorporar,incorporável,reincorporar,verb,16,0.509916766,1.204119983,2.707499291,12,low,correct,que pode voltar a ficar incorporado
LR010_low,LR010,4,4,relubrificável,que pode voltar a ficar lubrificado,low_re,res,relubrificável,relubrificar,lubrificável,lubrificar,verb,26,0.82861474,1.41497335,2.91835266,10,low,correct,que pode voltar a ficar lubrificado
LR012_high,LR012,1,4,reunificável,que voltou a poder ser unificado,low_re,res,reunificável,reunificar,unificável,reunificar,verb,33,1.051703329,1.51851394,3.021893249,10,high,incorrect,que voltou a poder ser unificado
LR014_high,LR014,1,4,renacionalizável,que voltou a poder ser nacionalizado,low_re,res,renacionalizável,renacionalizar,nacionalizável,nacionalizar,verb,43,1.37040131,1.63346846,3.13684776,12,high,incorrect,que voltou a poder ser nacionalizado
LR016_low,LR016,4,4,reidratável,que pode voltar a ficar hidratado,low_re,res,reidratável,reidratar,hidratável,hidratar,verb,50,1.59348989,1.69897,3.20234931,8,low,correct,que pode voltar a ficar hidratado
LR017_low,LR017,4,4,ressoldável,que pode voltar a ficar soldado,low_re,res,ressoldável,ressoldar,soldável,soldar,verb,55,1.75283888,1.74036269,3.243742,6,low,correct,que pode voltar a ficar soldado
LR019_high,LR019,1,4,revalidável,que voltou a poder ser validado,low_re,res,revalidável,revalidar,validável,validar,verb,72,2.29462545,1.8573325,3.36071181,7,high,incorrect,que voltou a poder ser validado
LR021_low,LR021,4,4,ressincronizável,que pode voltar a ficar sincronizado,low_re,res,ressincronizável,ressincronizar,sincronizável,sincronizar,verb,74,2.35836504,1.86923172,3.37261103,11,low,correct,que pode voltar a ficar sincronizado
LR024_high,LR024,1,4,recalibrável,que voltou a poder ser calibrado,low_re,res,recalibrável,recalibrar,calibrável,calibrar,verb,120,3.82437574,2.07918125,3.58256055,8,high,incorrect,que voltou a poder ser calibrado
LR026_low,LR026,4,4,reatável,que pode voltar a ficar atado,low_re,res,reatável,reatar,atável,atar,verb,146,4.65299049,2.16435286,3.66773216,4,low,correct,que pode voltar a ficar atado
LR027_high,LR027,1,4,reancorável,que voltou a poder ser ancorado,low_re,res,reancorável,reancorar,ancorável,ancorar,verb,179,5.70469382,2.25285303,3.75623234,7,high,incorrect,que voltou a poder ser ancorado
LR031_high,LR031,1,4,reativável,que voltou a poder ser ativado,low_re,res,reativável,reativar,ativável,ativar,verb,244,7.77623068,2.38738983,3.89076914,6,high,incorrect,que voltou a poder ser ativado
LR032_low,LR032,4,4,reanexável,que pode voltar a ficar anexado,low_re,res,reanexável,reanexar,anexável,anexar,verb,261,8.31801724,2.41664051,3.92001982,6,low,correct,que pode voltar a ficar anexado
LR034_low,LR034,4,4,reabilitável,que pode voltar a ficar habilitado,low_re,res,reabilitável,reabilitar,habilitável,habilitar,verb,268,8.54110582,2.42813479,3.9315141,9,low,correct,que pode voltar a ficar habilitado
LR035_high,LR035,1,4,recentralizável,que voltou a poder ser centralizado,low_re,res,recentralizável,recentralizar,centralizável,centralizar,verb,301,9.59280915,2.4785665,3.9819458,11,high,incorrect,que voltou a poder ser centralizado
LR038_high,LR038,1,4,reaquecível,que voltou a poder ser aquecido,low_re,res,reaquecível,reaquecer,aquecível,aquecer,verb,484,15.4249822,2.68484536,4.18822467,7,high,incorrect,que voltou a poder ser aquecido
LR040_low,LR040,4,4,reindexável,que pode voltar a ficar indexado,low_re,res,reindexável,reindexar,indexável,indexar,verb,568,18.1020452,2.75434834,4.25772764,7,low,correct,que pode voltar a ficar indexado
LR041_high,LR041,1,4,recondicionável,que voltou a poder ser condicionado,low_re,res,recondicionável,recondicionar,condicionável,condicionar,verb,581,18.5163526,2.76417613,4.26755544,11,high,incorrect,que voltou a poder ser condicionado
LR042_low,LR042,4,4,reabastecível,que pode voltar a ficar abastecido,low_re,res,reabastecível,reabastecer,abastecível,abastecer,verb,618,19.6955351,2.79098848,4.29436778,9,low,correct,que pode voltar a ficar abastecido
LR045_low,LR045,4,4,replantável,que pode voltar a ficar plantado,low_re,res,replantável,replantar,plantável,plantar,verb,757,24.125437,2.87909588,4.38247519,7,low,correct,que pode voltar a ficar plantado
LR047_high,LR047,1,4,reenterrável,que voltou a poder ser enterrado,low_re,res,reenterrável,reenterrar,enterrável,enterrar,verb,905,28.8421671,2.95664858,4.46002789,8,high,incorrect,que voltou a poder ser enterrado
LR049_high,LR049,1,4,renovável,que voltou a poder ficar novo,low_re,res,renovável,renovar,-,renovar,verb,967,30.81809452,2.985426474,4.488805783,7,high,incorrect,que voltou a poder ficar novo
LR051_low,LR051,4,4,reassociável,que pode voltar a ficar associado,low_re,res,reassociável,reassociar,associável,associar,verb,1452,46.2749465,3.16196662,4.66534593,8,low,correct,que pode voltar a ficar associado
LR054_low,LR054,4,4,recontratável,que pode voltar a ficar contratado,low_re,res,recontratável,recontratar,contratável,contratar,verb,2882,91.8487574,3.45969398,4.96307329,9,low,correct,que pode voltar a ficar contratado
LR056_high,LR056,1,4,readmissível,que voltou a poder ser admitido,low_re,res,readmissível,readmitir,admissível,admitir,verb,4080,130.028775,3.61066016,5.11403947,7,high,incorrect,que voltou a poder ser admitido
LR057_high,LR057,1,4,readotável,que voltou a poder ser adotado,low_re,res,readotável,readotar,adotável,adotar,verb,4150,132.259661,3.6180481,5.12142741,6,high,incorrect,que voltou a poder ser adotado
LR059_low,LR059,4,4,recolocável,que pode voltar a ficar colocado,low_re,res,recolocável,recolocar,colocável,colocar,verb,10587,337.40555,4.02477291,5.52815222,7,low,correct,que pode voltar a ficar colocado
LD001_high,LD001,1,4,desaparafusável,que não pode ser aparafusado,low_des,rev,desaparafusável,desaparafusar,-,aparafusar,ver,1,0.031869798,0,1.503379309,10,high,incorrect,que não pode ser aparafusado
LD002_low,LD002,4,4,desenformável,que pode deixar de estar enformado,low_des,rev,desenformável,desenformar,enformável,enformar,ver,2,0.063739596,0.301029996,1.804409304,8,low,correct,que pode deixar de estar enformado
LD007_high,LD007,1,4,descriminalizável,que não pode ser criminalizado,low_des,rev,descriminalizável,descriminalizar,-,criminalizar,ver,25,0.796744946,1.397940009,2.901319317,12,high,incorrect,que não pode ser criminalizado
LD008_low,LD008,4,4,destampável,que pode deixar de estar tampado,low_des,rev,destampável,destampar,tampável,tampar,ver,34,1.083573127,1.531478917,3.034858226,6,low,correct,que pode deixar de estar tampado
LD009_high,LD009,1,4,desatolável,que não pode ser atolado,low_des,rev,desatolável,desatolar,-,atolar,ver,45,1.434140903,1.653212514,3.156591823,6,high,incorrect,que não pode ser atolado
LD010_low,LD010,4,4,desenferrujável,que pode deixar de estar enferrujado,low_des,rev,desenferrujável,desenferrujar,-,enferrujar,ver,45,1.434140903,1.653212514,3.156591823,10,low,correct,que pode deixar de estar enferrujado
LD014_low,LD014,4,4,desenroscável,que pode deixar de estar enroscado,low_des,rev,desenroscável,desenroscar,-,enroscar,ver,58,1.848448275,1.763427994,3.266807302,8,low,correct,que pode deixar de estar enroscado
LD016_high,LD016,1,4,desentupível,que não pode ser entupido,low_des,rev,desentupível,desentupir,-,entupir,ver,67,2.135276456,1.826074803,3.329454111,7,high,incorrect,que não pode ser entupido
LD019_high,LD019,1,4,desembrulhável,que não pode ser embrulhado,low_des,rev,desembrulhável,desembrulhar,-,embrulhar,ver,77,2.453974435,1.886490725,3.389870034,9,high,incorrect,que não pode ser embrulhado
LD020_low,LD020,4,4,desengessável,que pode deixar de estar engessado,low_des,rev,desengessável,desengessar,-,engessar,ver,78,2.485844233,1.892094603,3.395473911,8,low,correct,que pode deixar de estar engessado
LD021_high,LD021,1,4,desembaralhável,que não pode ser embaralhado,low_des,rev,desembaralhável,desembaralhar,-,embaralhar,ver,82,2.613323424,1.913813852,3.417193161,10,high,incorrect,que não pode ser embaralhado
LD023_low,LD023,4,4,descomprimível,que pode deixar de estar comprimido,low_des,rev,descomprimível,descomprimir,comprimível,comprimir,ver,118,3.760636147,2.071882007,3.575261316,9,low,correct,que pode deixar de estar comprimido
LD027_low,LD027,4,4,desalinhável,que pode deixar de estar alinhado,low_des,rev,desalinhável,desalinhar,-,alinhar,ver,229,7.298183708,2.359835482,3.863214791,7,low,correct,que pode deixar de estar alinhado
LD028_high,LD028,1,4,despoluível,que não pode ser poluído,low_des,rev,despoluível,despoluir,-,poluir,ver,238,7.585011889,2.376576957,3.879956266,6,high,incorrect,que não pode ser poluído
LD031_high,LD031,1,4,desconectável,que não pode ser conectado,low_des,rev,desconectável,desconectar,-,conectar,ver,303,9.656548749,2.481442629,3.984821937,8,high,incorrect,que não pode ser conectado
LD032_low,LD032,4,4,desagregável,que pode deixar de estar agregado,low_des,rev,desagregável,desagregar,agregável,agregar,ver,315,10.03898632,2.498310554,4.001689863,7,low,correct,que pode deixar de estar agregado
LD033_low,LD033,4,4,desembalável,que pode deixar de estar embalado,low_des,rev,desembalável,desembalar,-,embalar,ver,316,10.07085612,2.499687083,4.003066391,7,low,correct,que pode deixar de estar embalado
LD034_high,LD034,1,4,desarquivável,que não pode ser arquivado,low_des,rev,desarquivável,desarquivar,arquivável,arquivar,ver,332,10.58077289,2.521138084,4.024517393,8,high,incorrect,que não pode ser arquivado
LD039_high,LD039,1,4,desarrumável,que não pode ser arrumado,low_des,rev,desarrumável,desarrumar,arrumável,arrumar,ver,537,17.11408145,2.729974286,4.233353594,7,high,incorrect,que não pode ser arrumado
LD040_low,LD040,4,4,desamarrável,que pode deixar de estar amarrado,low_des,rev,desamarrável,desamarrar,-,amarrar,ver,554,17.65586801,2.743509765,4.246889074,7,low,correct,que pode deixar de estar amarrado
LD043_high,LD043,1,4,desbloqueável,que não pode ser bloqueado,low_des,rev,desbloqueável,desbloquear,-,bloquear,ver,715,22.78690546,2.854306042,4.357685351,8,high,incorrect,que não pode ser bloqueado
LD044_low,LD044,4,4,descontaminável,que pode deixar de estar contaminado,low_des,rev,descontaminável,descontaminar,-,contaminar,ver,803,25.59144768,2.904715545,4.408094854,10,low,correct,que pode deixar de estar contaminado
LD045_high,LD045,1,4,desdobrável,que não pode ser dobrado,low_des,rev,desdobrável,desdobrar,-,dobrar,ver,872,27.79046373,2.940516485,4.443895794,6,high,incorrect,que não pode ser dobrado
LD048_low,LD048,4,4,descruzável,que pode deixar de estar cruzado,low_des,rev,descruzável,descruzar,-,cruzar,ver,1283,40.88895065,3.108226656,4.611605965,6,low,correct,que pode deixar de estar cruzado
LD050_low,LD050,4,4,descaracterizável,que pode deixar de estar caracterizado,low_des,rev,descaracterizável,descaracterizar,-,caracterizar,ver,1575,50.19493162,3.197280558,4.700659867,12,low,correct,que pode deixar de estar caracterizado
LD052_high,LD052,1,4,desarmável,que não pode ser armado,low_des,rev,desarmável,desarmar,-,armar,ver,2539,80.91741675,3.404662701,4.90804201,5,high,incorrect,que não pode ser armado
LD053_high,LD053,1,4,desinstalável,que não pode ser instalado,low_des,rev,desinstalável,desinstalar,-,instalar,ver,3176,101.218478,3.501880494,5.005259803,8,high,incorrect,que não pode ser instalado
LD054_low,LD054,4,4,desmontável,que pode deixar de estar montado,low_des,rev,desmontável,desmontar,-,montar,ver,3319,105.7758591,3.521007252,5.024386561,6,low,correct,que pode deixar de estar montado
LD057_low,LD057,4,4,desocupável,que pode deixar de estar ocupado,low_des,rev,desocupável,desocupar,-,ocupar,ver,4972,158.4566349,3.69653112,5.199910429,6,low,correct,que pode deixar de estar ocupado
LD058_high,LD058,1,4,desprendível,que não pode ser preso,low_des,rev,desprendível,desprender,prendível,prender,ver,5947,189.5296878,3.774297938,5.277677247,7,high,incorrect,que não pode ser preso
HD002_high,HD002,4,4,descaramelizável,que não pode ser caramelizado,high_des,neg,descaramelizável,,caramelizável,caramelizar,ver,4,0.127479191,0.602059991,2.1054393,11,high,correct,que não pode ser caramelizado
HD003_low,HD003,1,4,desescaneável,que pode deixar de estar escaneado,high_des,neg,desescaneável,,escaneável,escanear,ver,10,0.318697979,1,2.503379309,8,low,incorrect,que pode deixar de estar escaneado
HD005_low,HD005,1,4,desadubável,que pode deixar de estar adubado,high_des,neg,desadubável,,adubável,adubar,ver,22,0.701135553,1.342422681,2.84580199,6,low,incorrect,que pode deixar de estar adubado
HD008_high,HD008,4,4,despasteurizável,que não pode ser pasteurizado,high_des,neg,despasteurizável,,pasteurizável,pasteurizar,ver,39,1.242922116,1.591064607,3.094443916,11,high,correct,que não pode ser pasteurizado
HD010_high,HD010,4,4,desconfortável,que não é confortável,high_des,neg,desconfortável,-,confortável,confortar,ver,49,1.561620095,1.69019608,3.193575389,9,high,correct,que não é confortável
HD012_low,HD012,1,4,desgrelhável,que pode deixar de estar grelhado,high_des,neg,desgrelhável,,grelhável,grelhar,ver,88,2.804542211,1.944482672,3.447861981,7,low,incorrect,que pode deixar de estar grelhado
HD014_low,HD014,1,4,desdublável,que pode deixar de estar dublado,high_des,neg,desdublável,,dublável,dublar,ver,107,3.41006837,2.029383778,3.532763086,6,low,incorrect,que pode deixar de estar dublado
HD015_high,HD015,4,4,desassável,que não pode ser assado,high_des,neg,desassável,,assável,assar,ver,111,3.537547562,2.045322979,3.548702288,5,high,correct,que não pode ser assado
HD017_low,HD017,1,4,desenumerável,que pode deixar de estar enumerado,high_des,neg,desenumerável,-,enumerável,enumerar,ver,141,4.493641497,2.149219113,3.652598421,8,low,incorrect,que pode deixar de estar enumerado
HD019_high,HD019,4,4,desminável,que não pode ser minado,high_des,neg,desminável,-,minável,minar,ver,192,6.119001188,2.283301229,3.786680537,5,high,correct,que não pode ser minado
HD021_high,HD021,4,4,desdiagnosticável,que não pode ser diagnosticado,high_des,neg,desdiagnosticável,-,diagnosticável,diagnosticar,ver,215,6.852006538,2.33243846,3.835817769,12,high,correct,que não pode ser diagnosticado
HD022_low,HD022,1,4,desgerenciável,que pode deixar de estar gerenciado,high_des,neg,desgerenciável,-,gerenciável,gerenciar,ver,220,7.011355528,2.342422681,3.84580199,9,low,incorrect,que pode deixar de estar gerenciado
HD025_high,HD025,4,4,desencenável,que não pode ser encenado,high_des,neg,desencenável,,encenável,encenar,ver,351,11.18629905,2.545307116,4.048686425,7,high,correct,que não pode ser encenado
HD026_low,HD026,1,4,descontornável,que pode deixar de estar contornado,high_des,neg,descontornável,-,contornável,contornar,ver,359,11.44125743,2.555094449,4.058473757,9,low,incorrect,que pode deixar de estar contornado
HD031_high,HD031,4,4,desconvinhável,que não é convinhável,high_des,neg,desconvinhável,-,convinhável,convir,ver,554,17.65586801,2.743509765,4.246889074,6,high,correct,que não é convinhável
HD032_low,HD032,1,4,desfotografável,que pode deixar de estar fotografado,high_des,neg,desfotografável,-,fotografável,fotografar,ver,623,19.85488406,2.794488047,4.297867355,10,low,incorrect,que pode deixar de estar fotografado
HD033_high,HD033,4,4,desapelável,que não pode ser apelado,high_des,neg,desapelável,-,apelável,apelar,ver,624,19.88675386,2.79518459,4.298563898,6,high,correct,que não pode ser apelado
HD034_low,HD034,1,4,desnarrável,que pode deixar de estar narrado,high_des,neg,desnarrável,-,narrável,narrar,ver,681,21.70333234,2.833147112,4.336526421,6,low,incorrect,que pode deixar de estar narrado
HD037_low,HD037,1,4,desconfiável,que pode deixar de ser confiável,high_des,neg,desconfiável,-,confiável,confiar,ver,936,29.83013079,2.971275849,4.474655158,7,low,incorrect,que pode deixar de ser confiável
HD039_high,HD039,4,4,desentrevistável,que não pode ser entrevistado,high_des,neg,desentrevistável,,entrevistável,entrevistar,ver,988,31.48736028,2.994756945,4.498136253,11,high,correct,que não pode ser entrevistado
HD042_low,HD042,1,4,desconsultável,que pode deixar de estar consultado,high_des,neg,desconsultável,-,consultável,consultar,ver,1237,39.42293994,3.0923697,4.595749008,9,low,incorrect,que pode deixar de estar consultado
HD044_high,HD044,4,4,desamável,que não pode ser amado,high_des,neg,desamável,-,amável,amar,ver,1354,43.15170629,3.131618664,4.634997973,4,high,correct,que não pode ser amado
HD046_high,HD046,4,4,desexaminável,que não pode ser examinado,high_des,neg,desexaminável,-,examinável,examinar,ver,1454,46.33868608,3.162564407,4.665943715,8,high,correct,que não pode ser examinado
HD048_low,HD048,1,4,desexecutável,que pode deixar de estar executado,high_des,neg,desexecutável,-,executável,executar,ver,1742,55.51718786,3.241048151,4.744427459,8,low,incorrect,que pode deixar de estar executado
HD049_high,HD049,4,4,desprotegível,que não pode ser protegido,high_des,neg,desprotegível,-,protegível,proteger,ver,1892,60.29765754,3.276921132,4.780300441,8,high,correct,que não pode ser protegido
HD050_low,HD050,1,4,desinterpretável,que pode deixar de estar interpretado,high_des,neg,desinterpretável,-,interpretável,interpretar,ver,1914,60.99879309,3.281941933,4.785321242,11,low,incorrect,que pode deixar de estar interpretado
HD053_low,HD053,1,4,desacertável,que pode deixar de estar acertado,high_des,neg,desacertável,-,acertável,acertar,ver,2751,87.67381389,3.43949059,4.942869899,7,low,incorrect,que pode deixar de estar acertado
HD054_high,HD054,4,4,desfavorável,que não é favorável,high_des,neg,desfavorável,-,favorável,favor,nom,3098,98.73263375,3.491081413,4.994460722,5,high,correct,que não é favorável
HD057_high,HD057,4,4,despreocupável,que não pode ser preocupado,high_des,neg,despreocupável,-,preocupável,preocupar,ver,3503,111.6399019,3.544440137,5.047819446,9,high,correct,que não pode ser preocupado
HD059_low,HD059,1,4,desaprovável,que pode deixar de estar aprovado,high_des,neg,desaprovável,-,aprovável,aprovar,ver,5741,182.9645095,3.758987547,5.262366856,7,low,incorrect,que pode deixar de estar aprovado
