item_id,lexical_item_id,counterbalance_group,version,word,sentence,condition,interpretation,stimulus,low_base,high_base,lemma,lemma_category,freq_ortho,freq_ortho/M,log10_freq_ortho,zipf_scale,length,reading,analysis_status,paraphrase
LR058_high,LR058,2,1,reunível,que voltou a poder ser unido,low_re,res,reunível,reunir,unível,reunir,verb,7669,244.4094797,3.884738738,5.388118047,6,high,incorrect,que voltou a poder ser unido
LD001_low,LD001,1,1,desaparafusável,que pode deixar de estar aparafusado,low_des,rev,desaparafusável,desaparafusar,-,aparafusar,ver,1,0.031869798,0,1.503379309,10,low,correct,que pode deixar de estar aparafusado
LD004_high,LD004,2,1,dessalinizável,que não pode ser salinizado,low_des,rev,dessalinizável,dessalinizar,-,salinizar,ver,5,0.159348989,0.698970004,2.202349313,9,high,incorrect,que não pode ser salinizado
LD005_high,LD005,2,1,desumidificável,que não pode ser umidificado,low_des,rev,desumidificável,desumidificar,-,umidificar,ver,5,0.159348989,0.698970004,2.202349313,10,high,incorrect,que não pode ser umidificado
LD007_low,LD007,1,1,descriminalizável,que pode deixar de estar criminalizado,low_des,rev,descriminalizável,descriminalizar,-,criminalizar,ver,25,0.796744946,1.397940009,2.901319317,12,low,correct,que pode deixar de estar criminalizado
LD009_low,LD009,1,1,desatolável,que pode deixar de estar atolado,low_des,rev,desatolável,desatolar,-,atolar,ver,45,1.434140903,1.653212514,3.156591823,6,low,correct,que pode deixar de estar atolado
LD012_high,LD012,2,1,desintoxicável,que não pode ser intoxicado,low_des,rev,desintoxicável,desintoxicar,-,intoxicar,ver,53,1.689099286,1.72427587,3.227655178,9,high,incorrect,que não pode ser intoxicado
LD015_high,LD015,2,1,desencravável,que não pode ser encravado,low_des,rev,desencravável,desencravar,-,encravar,ver,60,1.912187871,1.77815125,3.281530559,8,high,incorrect,que não pode ser encravado
LD016_low,LD016,1,1,desentupível,que pode deixar de estar entupido,low_des,rev,desentupível,desentupir,-,entupir,ver,67,2.135276456,1.826074803,3.329454111,7,low,correct,que pode deixar de estar entupido
LD017_high,LD017,2,1,desnivelável,que não pode ser nivelado,low_des,rev,desnivelável,desnivelar,nivelável,nivelar,ver,74,2.358365041,1.86923172,3.372611029,7,high,incorrect,que não pode ser nivelado
LD019_low,LD019,1,1,desembrulhável,que pode deixar de estar embrulhado,low_des,rev,desembrulhável,desembrulhar,-,embrulhar,ver,77,2.453974435,1.886490725,3.389870034,9,low,correct,que pode deixar de estar embrulhado
LD021_low,LD021,1,1,desembaralhável,que pode deixar de estar embaralhado,low_des,rev,desembaralhável,desembaralhar,-,embaralhar,ver,82,2.613323424,1.913813852,3.417193161,10,low,correct,que pode deixar de estar embaralhado
LD024_high,LD024,2,1,desgrudável,que não pode ser grudado,low_des,rev,desgrudável,desgrudar,-,grudar,ver,135,4.30242271,2.130333768,3.633713077,6,high,incorrect,que não pode ser grudado
LD025_high,LD025,2,1,desinflável,que não pode ser inflado,low_des,rev,desinflável,desinflar,-,inflar,ver,143,4.557381093,2.155336037,3.658715346,6,high,incorrect,que não pode ser inflado
LD028_low,LD028,1,1,despoluível,que pode deixar de estar poluído,low_des,rev,despoluível,despoluir,-,poluir,ver,238,7.585011889,2.376576957,3.879956266,6,low,correct,que pode deixar de estar poluído
LD029_high,LD029,2,1,desenrolável,que não pode ser enrolado,low_des,rev,desenrolável,desenrolar,-,enrolar,ver,268,8.541105825,2.428134794,3.931514103,7,high,incorrect,que não pode ser enrolado
LD031_low,LD031,1,1,desconectável,que pode deixar de estar conectado,low_des,rev,desconectável,desconectar,-,conectar,ver,303,9.656548749,2.481442629,3.984821937,8,low,correct,que pode deixar de estar conectado
LD034_low,LD034,1,1,desarquivável,que pode deixar de estar arquivado,low_des,rev,desarquivável,desarquivar,arquivável,arquivar,ver,332,10.58077289,2.521138084,4.024517393,8,low,correct,que pode deixar de estar arquivado
LD035_high,LD035,2,1,desestruturável,que não pode ser estruturado,low_des,rev,desestruturável,desestruturar,-,estruturar,ver,360,11.47312723,2.556302501,4.05968181,10,high,incorrect,que não pode ser estruturado
LD038_high,LD038,2,1,descolorível,que não pode ser colorido,low_des,rev,descolorível,descolorir,-,colorir,ver,515,16.41294589,2.711807229,4.215186538,7,high,incorrect,que não pode ser colorido
LD039_low,LD039,1,1,desarrumável,que pode deixar de estar arrumado,low_des,rev,desarrumável,desarrumar,arrumável,arrumar,ver,537,17.11408145,2.729974286,4.233353594,7,low,correct,que pode deixar de estar arrumado
LD041_high,LD041,2,1,destravável,que não pode ser travado,low_des,rev,destravável,destravar,-,travar,ver,632,20.14171224,2.800717078,4.304096387,6,high,incorrect,que não pode ser travado
LD043_low,LD043,1,1,desbloqueável,que pode deixar de estar bloqueado,low_des,rev,desbloqueável,desbloquear,-,bloquear,ver,715,22.78690546,2.854306042,4.357685351,8,low,correct,que pode deixar de estar bloqueado
LD045_low,LD045,1,1,desdobrável,que pode deixar de estar dobrado,low_des,rev,desdobrável,desdobrar,-,dobrar,ver,872,27.79046373,2.940516485,4.443895794,6,low,correct,que pode deixar de estar dobrado
LD047_high,LD047,2,1,desacelerável,que não pode ser acelerado,low_des,rev,desacelerável,desacelerar,acelerável,acelerar,ver,1052,33.52702734,3.02201574,4.525395049,8,high,incorrect,que não pode ser acelerado
LD049_high,LD049,2,1,desprogramável,que não pode ser programado,low_des,rev,desprogramável,desprogramar,-,programar,ver,1547,49.30257728,3.189490314,4.692869622,9,high,incorrect,que não pode ser programado
LD052_low,LD052,1,1,desarmável,que pode deixar de estar armado,low_des,rev,desarmável,desarmar,-,armar,ver,2539,80.91741675,3.404662701,4.90804201,5,low,correct,que pode deixar de estar armado
LD053_low,LD053,1,1,desinstalável,que pode deixar de estar instalado,low_des,rev,desinstalável,desinstalar,-,instalar,ver,3176,101.218478,3.501880494,5.005259803,8,low,correct,que pode deixar de estar instalado
LD056_high,LD056,2,1,desconstruível,que não pode ser construído,low_des,rev,desconstruível,desconstruir,-,construir,ver,4343,138.4105321,3.637789829,5.141169138,9,high,incorrect,que não pode ser construído
LD058_low,LD058,1,1,desprendível,que pode deixar de estar preso,low_des,rev,desprendível,desprender,prendível,prender,ver,5947,189.5296878,3.774297938,5.277677247,7,low,correct,que pode deixar de estar preso
LD060_high,LD060,2,1,desmarcável,que não pode ser marcado,low_des,rev,desmarcável,desmarcar,marcável,marcar,ver,9385,299.0980529,3.972434277,5.475813586,6,high,incorrect,que não pode ser marcado
HD001_low,HD001,2,1,descomensurável,que pode deixar de estar comensurado,high_des,neg,descomensurável,-,comensurável,comensurar,ver,1,0.031869798,0,1.503379309,10,low,incorrect,que pode deixar de estar comensurado
HD003_high,HD003,1,1,desescaneável,que não pode ser escaneado,high_des,neg,desescaneável,,escaneável,escanear,ver,10,0.318697979,1,2.503379309,8,high,correct,que não pode ser escaneado
HD005_high,HD005,1,1,desadubável,que não pode ser adubado,high_des,neg,desadubável,,adubável,adubar,ver,22,0.701135553,1.342422681,2.84580199,6,high,correct,que não pode ser adubado
HD007_low,HD007,2,1,deslapidável,que pode deixar de estar lapidado,high_des,neg,deslapidável,,lapidável,lapidar,ver,25,0.796744946,1.397940009,2.901319317,7,low,incorrect,que pode deixar de estar lapidado
HD009_low,HD009,2,1,desmastigável,que pode deixar de estar mastigado,high_des,neg,desmastigável,,mastigável,mastigar,ver,46,1.466010701,1.662757832,3.16613714,8,low,incorrect,que pode deixar de estar mastigado
HD012_high,HD012,1,1,desgrelhável,que não pode ser grelhado,high_des,neg,desgrelhável,,grelhável,grelhar,ver,88,2.804542211,1.944482672,3.447861981,7,high,correct,que não pode ser grelhado
HD014_high,HD014,1,1,desdublável,que não pode ser dublado,high_des,neg,desdublável,,dublável,dublar,ver,107,3.41006837,2.029383778,3.532763086,6,high,correct,que não pode ser dublado
HD016_low,HD016,2,1,descapotável,que pode deixar de estar capotado,high_des,neg,descapotável,-,capotável,capotar,ver,111,3.537547562,2.045322979,3.548702288,7,low,incorrect,que pode deixar de estar capotado
HD017_high,HD017,1,1,desenumerável,que não pode ser enumerado,high_des,neg,desenumerável,-,enumerável,enumerar,ver,141,4.493641497,2.149219113,3.652598421,8,high,correct,que não pode ser enumerado
HD020_low,HD020,2,1,descozinhável,que pode deixar de estar cozido,high_des,neg,descozinhável,,cozinhável,cozinhar,ver,201,6.405829368,2.303196057,3.806575366,8,low,incorrect,que pode deixar de estar cozido
HD022_high,HD022,1,1,desgerenciável,que não pode ser gerenciado,high_des,neg,desgerenciável,-,gerenciável,gerenciar,ver,220,7.011355528,2.342422681,3.84580199,9,high,correct,que não pode ser gerenciado
HD024_low,HD024,2,1,desnavegável,que pode deixar de estar navegado,high_des,neg,desnavegável,-,navegável,navegar,ver,222,7.075095123,2.346352974,3.849732283,7,low,incorrect,que pode deixar de estar navegado
HD026_high,HD026,1,1,descontornável,que não pode ser contornado,high_des,neg,descontornável,-,contornável,contornar,ver,359,11.44125743,2.555094449,4.058473757,9,high,correct,que não pode ser contornado
HD027_low,HD027,2,1,desrespirável,que pode deixar de estar respirado,high_des,neg,desrespirável,-,respirável,respirar,ver,361,11.50499702,2.557507202,4.060886511,8,low,incorrect,que pode deixar de estar respirado
HD030_low,HD030,2,1,despilotável,que pode deixar de estar pilotado,high_des,neg,despilotável,,pilotável,pilotar,ver,491,15.64807075,2.691081492,4.194460801,7,low,incorrect,que pode deixar de estar pilotado
HD032_high,HD032,1,1,desfotografável,que não pode ser fotografado,high_des,neg,desfotografável,-,fotografável,fotografar,ver,623,19.85488406,2.794488047,4.297867355,10,high,correct,que não pode ser fotografado
HD034_high,HD034,1,1,desnarrável,que não pode ser narrado,high_des,neg,desnarrável,-,narrável,narrar,ver,681,21.70333234,2.833147112,4.336526421,6,high,correct,que não pode ser narrado
HD035_low,HD035,2,1,desdistinguível,que pode deixar de estar distinguido,high_des,neg,desdistinguível,-,distinguível,distinguir,ver,820,26.13323424,2.913813852,4.417193161,10,low,incorrect,que pode deixar de estar distinguido
HD037_high,HD037,1,1,desconfiável,que não é confiável,high_des,neg,desconfiável,-,confiável,confiar,ver,936,29.83013079,2.971275849,4.474655158,7,high,correct,que não é confiável
HD038_low,HD038,2,1,desexportável,que pode deixar de estar exportado,high_des,neg,desexportável,-,exportável,exportar,ver,972,30.97744351,2.987666265,4.491045574,8,low,incorrect,que pode deixar de estar exportado
HD042_high,HD042,1,1,desconsultável,que não pode ser consultado,high_des,neg,desconsultável,-,consultável,consultar,ver,1237,39.42293994,3.0923697,4.595749008,9,high,correct,que não pode ser consultado
HD043_low,HD043,2,1,deseditável,que pode deixar de estar editado,high_des,neg,deseditável,-,editável,editar,ver,1295,41.27138822,3.112269768,4.615649077,6,low,incorrect,que pode deixar de estar editado
HD047_low,HD047,2,1,desplanejável,que pode deixar de estar planejado,high_des,neg,desplanejável,-,planejável,planejar,ver,1676,53.4137812,3.224274014,4.727653323,8,low,incorrect,que pode deixar de estar planejado
HD048_high,HD048,1,1,desexecutável,que não pode ser executado,high_des,neg,desexecutável,-,executável,executar,ver,1742,55.51718786,3.241048151,4.744427459,8,high,correct,que não pode ser executado
HD050_high,HD050,1,1,desinterpretável,que não pode ser interpretado,high_des,neg,desinterpretável,-,interpretável,interpretar,ver,1914,60.99879309,3.281941933,4.785321242,11,high,correct,que não pode ser interpretado
HD052_low,HD052,2,1,descomparável,que pode deixar de estar comparado,high_des,neg,descomparável,-,comparável,comparar,ver,2684,85.53853744,3.428782511,4.93216182,8,low,incorrect,que pode deixar de estar comparado
HD053_high,HD053,1,1,desacertável,que não pode ser acertado,high_des,neg,desacertável,-,acertável,acertar,ver,2751,87.67381389,3.43949059,4.942869899,7,high,correct,que não pode ser acertado
HD055_low,HD055,2,1,descabível,que pode deixar de ser cabível,high_des,neg,descabível,-,cabível,caber,ver,3132,99.81620688,3.495821753,4.999201062,5,low,incorrect,que pode deixar de ser cabível
HD059_high,HD059,1,1,desaprovável,que não pode ser aprovado,high_des,neg,desaprovável,-,aprovável,aprovar,ver,5741,182.9645095,3.758987547,5.262366856,7,high,correct,que não pode ser aprovado
HD060_low,HD060,2,1,desacompanhável,que pode deixar de estar acompanhado,high_des,neg,desacompanhável,-,acompanhável,acompanhar,ver,6780,216.0772294,3.831229694,5.334609003,10,low,incorrect,que pode deixar de estar acompanhado
