item_id,lexical_item_id,word,sentence,condition,interpretation,stimulus,low_base,high_base,lemma,lemma_category,freq_ortho,freq_ortho/M,log10_freq_ortho,zipf_scale,length,reading,analysis_status
HD086_high,HD086,desempregável,que não é empregável,high_des,neg,desempregável,,empregável,empregar,ver,931,29.670781801198114,2.9689496809813427,4.472328989777342,8,high,correct
HD087_low,HD087,desabitável,que pode ser desabitado,high_des,neg,desabitável,,abitável,habitar,ver,451,14.3732788317297,2.6541765418779604,4.15755585067396,7,low,incorrect
HD087_high,HD087,desabitável,que não é abitável,high_des,neg,desabitável,,abitável,habitar,ver,451,14.3732788317297,2.6541765418779604,4.15755585067396,7,high,correct
HD088_low,HD088,despenetrável,que pode ser despenetrado,high_des,neg,despenetrável,,penetrável,penetrar,ver,491,15.648070745852067,2.6910814921229687,4.194460800918968,8,low,incorrect
HD088_high,HD088,despenetrável,que não é penetrável,high_des,neg,despenetrável,,penetrável,penetrar,ver,491,15.648070745852067,2.6910814921229687,4.194460800918968,8,high,correct
HD089_low,HD089,desdetectável,que pode ser desdetectado,high_des,neg,desdetectável,,detectável,detectar,ver,1123,35.78978298898548,3.050379756261458,4.5537590650574575,8,low,incorrect
HD089_high,HD089,desdetectável,que não é detectável,high_des,neg,desdetectável,,detectável,detectar,ver,1123,35.78978298898548,3.050379756261458,4.5537590650574575,8,high,correct
HD090_low,HD090,desperdoável,que pode ser desperdoado,high_des,neg,desperdoável,,perdoável,perdoar,ver,516,16.444815692178548,2.7126497016272113,4.216029010423211,7,low,incorrect
HD090_high,HD090,desperdoável,que não é perdoável,high_des,neg,desperdoável,,perdoável,perdoar,ver,516,16.444815692178548,2.7126497016272113,4.216029010423211,7,high,correct
HD091_low,HD091,desimitável,que pode ser desimitado,high_des,neg,desimitável,-,imitável,imitar,ver,527,16.7953834685622,2.7218106152125467,4.225189924008546,6,low,incorrect
HD091_high,HD091,desimitável,que não é imitável,high_des,neg,desimitável,-,imitável,imitar,ver,527,16.7953834685622,2.7218106152125467,4.225189924008546,6,high,correct
HD092_low,HD092,desquestionável,que pode ser desquestionado,high_des,neg,desquestionável,-,questionável,questionar,ver,1306,41.621955996095316,3.115943176939055,4.619322485735054,10,low,incorrect
HD092_high,HD092,desquestionável,que não é questionável,high_des,neg,desquestionável,-,questionável,questionar,ver,1306,41.621955996095316,3.115943176939055,4.619322485735054,10,high,correct
HD093_low,HD093,desanimável,que pode ser desanimado,high_des,neg,desanimável,-,animável,animar,ver,1378,43.916581441515575,3.139249217571607,4.642628526367607,6,low,incorrect
HD093_high,HD093,desanimável,que não é animável,high_des,neg,desanimável,-,animável,animar,ver,1378,43.916581441515575,3.139249217571607,4.642628526367607,6,high,correct
HD094_low,HD094,desajustável,que pode ser desajustado,high_des,neg,desajustável,-,ajustável,ajustar,ver,675,21.51211355081496,2.829303772831025,4.3326830816270245,7,low,incorrect
HD094_high,HD094,desajustável,que não é ajustável,high_des,neg,desajustável,-,ajustável,ajustar,ver,675,21.51211355081496,2.829303772831025,4.3326830816270245,7,high,correct
HD095_low,HD095,dessuportável,que pode ser dessuportado,high_des,neg,dessuportável,,suportável,suportar,ver,703,22.404467890700616,2.846955325019824,4.350334633815824,8,low,incorrect
HD095_high,HD095,dessuportável,que não é suportável,high_des,neg,dessuportável,,suportável,suportar,ver,703,22.404467890700616,2.846955325019824,4.350334633815824,8,high,correct
HD096_low,HD096,desexplorável,que pode ser desexplorado,high_des,neg,desexplorável,,explorável,explorar,ver,1548,49.33444707653564,3.189770956346874,4.693150265142874,8,low,incorrect
HD096_high,HD096,desexplorável,que não é explorável,high_des,neg,desexplorável,,explorável,explorar,ver,1548,49.33444707653564,3.189770956346874,4.693150265142874,8,high,correct
HD097_low,HD097,desapertável,que pode ser desapertado,high_des,neg,desapertável,-,apertável,apertar,ver,740,23.583650411263807,2.8692317197309762,4.3726110285269755,7,low,incorrect
HD097_high,HD097,desapertável,que não é apertável,high_des,neg,desapertável,-,apertável,apertar,ver,740,23.583650411263807,2.8692317197309762,4.3726110285269755,7,high,correct
HD098_low,HD098,desordenável,que pode ser desordenado,high_des,neg,desordenável,-,ordenável,ordenar,ver,777,24.762832931827,2.890421018800914,4.393800327596914,7,low,incorrect
HD098_high,HD098,desordenável,que não é ordenável,high_des,neg,desordenável,-,ordenável,ordenar,ver,777,24.762832931827,2.890421018800914,4.393800327596914,7,high,correct
HD099_low,HD099,desatualizável,que pode ser desatualizado,high_des,neg,desatualizável,,atualizável,atualizar,ver,781,24.890312123239234,2.8926510338773004,4.3960303426733,9,low,incorrect
HD099_high,HD099,desatualizável,que não é atualizável,high_des,neg,desatualizável,,atualizável,atualizar,ver,781,24.890312123239234,2.8926510338773004,4.3960303426733,9,high,correct
HD100_low,HD100,desconcebível,que pode ser desconcebido,high_des,neg,desconcebível,,concebível,conceber,ver,823,26.228843633067722,2.91539983521227,4.418779144008269,8,low,incorrect
HD100_high,HD100,desconcebível,que não é concebível,high_des,neg,desconcebível,,concebível,conceber,ver,823,26.228843633067722,2.91539983521227,4.418779144008269,8,high,correct
HD101_low,HD101,desreprodutível,que pode ser desreproduzido,high_des,neg,desreprodutível,-,reprodutível,reproduzir,ver,978,31.168662300291896,2.9903388547876015,4.493718163583601,10,low,incorrect
HD101_high,HD101,desreprodutível,que não é reprodutível,high_des,neg,desreprodutível,-,reprodutível,reproduzir,ver,978,31.168662300291896,2.9903388547876015,4.493718163583601,10,high,correct
HD102_low,HD102,desverificável,que pode ser desverificado,high_des,neg,desverificável,-,verificável,verificar,ver,2224,70.87843042520366,3.34713478291002,4.850514091706019,9,low,incorrect
HD102_high,HD102,desverificável,que não é verificável,high_des,neg,desverificável,-,verificável,verificar,ver,2224,70.87843042520366,3.34713478291002,4.850514091706019,9,high,correct
HD103_low,HD103,descontestável,que pode ser descontestado,high_des,neg,descontestável,-,contestável,contestar,ver,1106,35.24799642548347,3.0437551269686796,4.547134435764679,9,low,incorrect
HD103_high,HD103,descontestável,que não é contestável,high_des,neg,descontestável,-,contestável,contestar,ver,1106,35.24799642548347,3.0437551269686796,4.547134435764679,9,high,correct
HD104_low,HD104,desjustificável,que pode ser desjustificado,high_des,neg,desjustificável,-,justificável,justificar,ver,2543,81.04489594032954,3.405346360175709,4.908725668971709,10,low,incorrect
HD104_high,HD104,desjustificável,que não é justificável,high_des,neg,desjustificável,-,justificável,justificar,ver,2543,81.04489594032954,3.405346360175709,4.908725668971709,10,high,correct
HD105_low,HD105,descoordenável,que pode ser descoordenado,high_des,neg,descoordenável,-,coordenável,coordenar,ver,1184,37.73384065802209,3.073351702386901,4.5767310111829005,9,low,incorrect
HD105_high,HD105,descoordenável,que não é coordenável,high_des,neg,descoordenável,-,coordenável,coordenar,ver,1184,37.73384065802209,3.073351702386901,4.5767310111829005,9,high,correct
HD106_low,HD106,desprocessável,que pode ser desprocessado,high_des,neg,desprocessável,-,processável,processar,ver,1411,44.96828477066653,3.149527013754348,4.652906322550347,9,low,incorrect
HD106_high,HD106,desprocessável,que não é processável,high_des,neg,desprocessável,-,processável,processar,ver,1411,44.96828477066653,3.149527013754348,4.652906322550347,9,high,correct
HD107_low,HD107,desavisável,que pode ser desavisado,high_des,neg,desavisável,-,avisável,avisar,ver,1531,48.79266051303363,3.184975190698261,4.6883544994942605,6,low,incorrect
HD107_high,HD107,desavisável,que não é avisável,high_des,neg,desavisável,-,avisável,avisar,ver,1531,48.79266051303363,3.184975190698261,4.6883544994942605,6,high,correct
HD108_low,HD108,descorrigível,que pode ser descorrigido,high_des,neg,descorrigível,,corrigível,corrigir,ver,1843,58.7360374431881,3.2655253352190736,4.768904644015073,8,low,incorrect
HD108_high,HD108,descorrigível,que não é corrigível,high_des,neg,descorrigível,,corrigível,corrigir,ver,1843,58.7360374431881,3.2655253352190736,4.768904644015073,8,high,correct
HD109_low,HD109,dessustentável,que pode ser dessustentado,high_des,neg,dessustentável,,sustentável,sustentar,ver,1940,61.827407834934846,3.287801729930226,4.791181038726226,9,low,incorrect
HD109_high,HD109,dessustentável,que não é sustentável,high_des,neg,dessustentável,,sustentável,sustentar,ver,1940,61.827407834934846,3.287801729930226,4.791181038726226,9,high,correct
HD110_low,HD110,desseparável,que pode ser desseparado,high_des,neg,desseparável,-,separável,separar,ver,2011,64.09016348250205,3.303412070596742,4.806791379392742,7,low,incorrect
HD110_high,HD110,desseparável,que não é separável,high_des,neg,desseparável,-,separável,separar,ver,2011,64.09016348250205,3.303412070596742,4.806791379392742,7,high,correct
HD111_low,HD111,descalculável,que pode ser descalculado,high_des,neg,descalculável,-,calculável,calcular,ver,2267,72.24883173288521,3.3554515201265174,4.8588308289225175,8,low,incorrect
HD111_high,HD111,descalculável,que não é calculável,high_des,neg,descalculável,-,calculável,calcular,ver,2267,72.24883173288521,3.3554515201265174,4.8588308289225175,8,high,correct
HD112_low,HD112,destransmissível,que pode ser destransmitido,high_des,neg,destransmissível,-,transmissível,transmitir,ver,2275,72.50379011570968,3.3569814009931314,4.860360709789131,10,low,incorrect
HD112_high,HD112,destransmissível,que não é transmissível,high_des,neg,destransmissível,-,transmissível,transmitir,ver,2275,72.50379011570968,3.3569814009931314,4.860360709789131,10,high,correct
HD113_low,HD113,deslimitável,que pode ser deslimitado,high_des,neg,deslimitável,-,limitável,limitar,ver,2399,76.45564504948902,3.380030247967831,4.88340955676383,7,low,incorrect
HD113_high,HD113,deslimitável,que não é limitável,high_des,neg,deslimitável,-,limitável,limitar,ver,2399,76.45564504948902,3.380030247967831,4.88340955676383,7,high,correct
HD114_low,HD114,desoperável,que pode ser desoperado,high_des,neg,desoperável,-,operável,operar,ver,2559,81.55481270597849,3.4080702858871854,4.9114495946831855,6,low,incorrect
HD114_high,HD114,desoperável,que não é operável,high_des,neg,desoperável,-,operável,operar,ver,2559,81.55481270597849,3.4080702858871854,4.9114495946831855,6,high,correct
HD115_low,HD115,desalcançável,que pode ser desalcançado,high_des,neg,desalcançável,-,alcançável,alcançar,ver,2640,84.13626633207629,3.4216039268698313,4.924983235665831,8,low,incorrect
HD115_high,HD115,desalcançável,que não é alcançável,high_des,neg,desalcançável,-,alcançável,alcançar,ver,2640,84.13626633207629,3.4216039268698313,4.924983235665831,8,high,correct
HD116_low,HD116,desgravável,que pode ser desgravado,high_des,neg,desgravável,-,gravável,gravar,ver,2931,93.41037750731651,3.4670158184384356,4.970395127234435,6,low,incorrect
HD116_high,HD116,desgravável,que não é gravável,high_des,neg,desgravável,-,gravável,gravar,ver,2931,93.41037750731651,3.4670158184384356,4.970395127234435,6,high,correct
HD117_low,HD117,despraticável,que pode ser despraticado,high_des,neg,despraticável,-,praticável,praticar,ver,2933,93.47411710302264,3.467312062980552,4.970691371776552,8,low,incorrect
HD117_high,HD117,despraticável,que não é praticável,high_des,neg,despraticável,-,praticável,praticar,ver,2933,93.47411710302264,3.467312062980552,4.970691371776552,8,high,correct
HD118_low,HD118,desassistível,que pode ser desassistido,high_des,neg,desassistível,,assistível,assistir,ver,3447,109.85519319949506,3.5374412834079476,5.040820592203947,8,low,incorrect
HD118_high,HD118,desassistível,que não é assistível,high_des,neg,desassistível,,assistível,assistir,ver,3447,109.85519319949506,3.5374412834079476,5.040820592203947,8,high,correct
HD119_low,HD119,dessubstituível,que pode ser dessubstituído,high_des,neg,dessubstituível,,substituível,substituir,ver,3533,112.59599581485816,3.5481436374348454,5.051522946230845,10,low,incorrect
HD119_high,HD119,dessubstituível,que não é substituível,high_des,neg,dessubstituível,,substituível,substituir,ver,3533,112.59599581485816,3.5481436374348454,5.051522946230845,10,high,correct
HD120_low,HD120,desobservável,que pode ser desobservado,high_des,neg,desobservável,-,observável,observar,ver,3764,119.95791911891483,3.5756496147552195,5.079028923551219,8,low,incorrect
HD120_high,HD120,desobservável,que não é observável,high_des,neg,desobservável,-,observável,observar,ver,3764,119.95791911891483,3.5756496147552195,5.079028923551219,8,high,correct
HD121_low,HD121,descomunizável,que pode ser descomunizado,high_des,neg,descomunizável,-,comunizável,comum,adj,5091,162.2491408699244,3.706803097037338,5.210182405833338,5,low,incorrect
HD121_high,HD121,descomunizável,que não é comunizável,high_des,neg,descomunizável,-,comunizável,comum,adj,5091,162.2491408699244,3.706803097037338,5.210182405833338,5,high,correct
HD122_low,HD122,despreparável,que pode ser despreparado,high_des,neg,despreparável,-,preparável,preparar,ver,5557,177.10046666944996,3.744840396785379,5.248219705581379,8,low,incorrect
HD122_high,HD122,despreparável,que não é preparável,high_des,neg,despreparável,-,preparável,preparar,ver,5557,177.10046666944996,3.744840396785379,5.248219705581379,8,high,correct
HD123_low,HD123,desentendível,que pode ser desentendido,high_des,neg,desentendível,-,entendível,entender,ver,5801,184.87669734559643,3.763502865467597,5.266882174263596,8,low,incorrect
HD123_high,HD123,desentendível,que não é entendível,high_des,neg,desentendível,-,entendível,entender,ver,5801,184.87669734559643,3.763502865467597,5.266882174263596,8,high,correct
HD124_low,HD124,despublicável,que pode ser despublicado,high_des,neg,despublicável,-,publicável,publicar,ver,6381,203.36118010037075,3.8048887446223913,5.3082680534183915,8,low,incorrect
HD124_high,HD124,despublicável,que não é publicável,high_des,neg,despublicável,-,publicável,publicar,ver,6381,203.36118010037075,3.8048887446223913,5.3082680534183915,8,high,correct
HD125_low,HD125,desaceitável,que pode ser desaceitado,high_des,neg,desaceitável,-,aceitável,aceitar,ver,6425,204.76345120590537,3.807873132003332,5.311252440799332,7,low,incorrect
HD125_high,HD125,desaceitável,que não é aceitável,high_des,neg,desaceitável,-,aceitável,aceitar,ver,6425,204.76345120590537,3.807873132003332,5.311252440799332,7,high,correct
HD126_low,HD126,desutilizável,que pode ser desutilizado,high_des,neg,desutilizável,-,utilizável,utilizar,ver,6873,219.04112064407587,3.83714634390906,5.340525652705059,8,low,incorrect
HD126_high,HD126,desutilizável,que não é utilizável,high_des,neg,desutilizável,-,utilizável,utilizar,ver,6873,219.04112064407587,3.83714634390906,5.340525652705059,8,high,correct
HD127_low,HD127,deselegível,que pode ser deselegido,high_des,neg,deselegível,-,elegível,eleger,ver,7013,223.50289234350416,3.8459038388987827,5.349283147694782,6,low,incorrect
HD127_high,HD127,deselegível,que não é elegível,high_des,neg,deselegível,-,elegível,eleger,ver,7013,223.50289234350416,3.8459038388987827,5.349283147694782,6,high,correct
HD128_low,HD128,desexplicável,que pode ser desexplicado,high_des,neg,desexplicável,-,explicável,explicar,ver,7167,228.41084121287528,3.8553374044695405,5.35871671326554,8,low,incorrect
HD128_high,HD128,desexplicável,que não é explicável,high_des,neg,desexplicável,-,explicável,explicar,ver,7167,228.41084121287528,3.8553374044695405,5.35871671326554,8,high,correct
HD129_low,HD129,desevitável,que pode ser desevitado,high_des,neg,desevitável,-,evitável,evitar,ver,7684,244.88752670290688,3.885587356189656,5.388966664985656,6,low,incorrect
HD129_high,HD129,desevitável,que não é evitável,high_des,neg,desevitável,-,evitável,evitar,ver,7684,244.88752670290688,3.885587356189656,5.388966664985656,6,high,correct
HD130_low,HD130,despagável,que pode ser despagado,high_des,neg,despagável,-,pagável,pagar,ver,12389,394.8349256015504,4.093036252945163,5.596415561741162,5,low,incorrect
HD130_high,HD130,despagável,que não é pagável,high_des,neg,despagável,-,pagável,pagar,ver,12389,394.8349256015504,4.093036252945163,5.596415561741162,5,high,correct
HD131_low,HD131,desconsiderável,que pode ser desconsiderado,high_des,neg,desconsiderável,-,considerável,considerar,ver,12399,395.153623580081,4.093386660001371,5.596765968797371,10,low,incorrect
HD131_high,HD131,desconsiderável,que não é considerável,high_des,neg,desconsiderável,-,considerável,considerar,ver,12399,395.153623580081,4.093386660001371,5.596765968797371,10,high,correct
HD132_low,HD132,desrealizável,que pode ser desrealizado,high_des,neg,desrealizável,-,realizável,realizar,ver,12732,405.76626626514974,4.104896629948965,5.608275938744965,8,low,incorrect
HD132_high,HD132,desrealizável,que não é realizável,high_des,neg,desrealizável,-,realizável,realizar,ver,12732,405.76626626514974,4.104896629948965,5.608275938744965,8,high,correct
HD133_low,HD133,desapresentável,que pode ser desapresentado,high_des,neg,desapresentável,-,apresentável,apresentar,ver,14486,461.66589169941557,4.160948480864697,5.664327789660696,10,low,incorrect
HD133_high,HD133,desapresentável,que não é apresentável,high_des,neg,desapresentável,-,apresentável,apresentar,ver,14486,461.66589169941557,4.160948480864697,5.664327789660696,10,high,correct
HD134_low,HD134,desusável,que pode ser desusado,high_des,neg,desusável,-,usável,usar,ver,16270,518.5216110692731,4.211387552936859,5.714766861732858,4,low,incorrect
HD134_high,HD134,desusável,que não é usável,high_des,neg,desusável,-,usável,usar,ver,16270,518.5216110692731,4.211387552936859,5.714766861732858,4,high,correct
