item_id,lexical_item_id,counterbalance_group,version,word,sentence,condition,interpretation,stimulus,low_base,high_base,lemma,lemma_category,freq_ortho,freq_ortho/M,log10_freq_ortho,zipf_scale,length,reading,analysis_status,stimulus_round,trial_role,target_version,experimental_list,filler_rotation,original_version,target_pair_number,target_assignment_method
HD070_high,HD070,,,destolerável,que não é tolerável,high_des,neg,destolerável,,tolerável,tolerar,ver,223,7.106964921232201,2.3483048630481607,3.8516841718441603,7,high,correct,new_high_des,target_high_des,A,A2,2,,8,adjacent_zipf_pair
HD082_low,HD082,,,desmodelável,que pode ser desmodelado,high_des,neg,desmodelável,,modelável,modelar,ver,239,7.616881686881149,2.3783979009481375,3.881777209744137,7,low,incorrect,new_high_des,target_high_des,A,A2,2,,8,adjacent_zipf_pair
HD083_high,HD083,,,dessintetizável,que não é sintetizável,high_des,neg,dessintetizável,,sintetizável,sintetizar,ver,262,8.34988703750151,2.4183012913197452,3.921680600115745,10,high,correct,new_high_des,target_high_des,A,A2,2,,9,adjacent_zipf_pair
HD072_low,HD072,,,desabilitável,que pode ser desabilitado,high_des,neg,desabilitável,-,abilitável,habilitar,ver,268,8.541105824619866,2.428134794028789,3.9315141028247886,9,low,incorrect,new_high_des,target_high_des,A,A2,2,,9,adjacent_zipf_pair
HD074_high,HD074,,,desviolável,que não é violável,high_des,neg,desviolável,,violável,violar,ver,359,11.441257429248253,2.5550944485783194,4.058473757374319,6,high,correct,new_high_des,target_high_des,A,A2,2,,10,adjacent_zipf_pair
HD075_low,HD075,,,desexprimível,que pode ser desexprimido,high_des,neg,desexprimível,,exprimível,exprimir,ver,417,13.289705704725685,2.6201360549737576,4.123515363769757,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,10,adjacent_zipf_pair
HD087_low,HD087,,,desabitável,que pode ser desabitado,high_des,neg,desabitável,,abitável,habitar,ver,451,14.3732788317297,2.6541765418779604,4.15755585067396,7,low,incorrect,new_high_des,target_high_des,A,A2,2,,11,adjacent_zipf_pair
HD088_high,HD088,,,despenetrável,que não é penetrável,high_des,neg,despenetrável,,penetrável,penetrar,ver,491,15.648070745852067,2.6910814921229687,4.194460800918968,8,high,correct,new_high_des,target_high_des,A,A2,2,,11,adjacent_zipf_pair
HD077_high,HD077,,,dessolucionável,que não é solucionável,high_des,neg,dessolucionável,,solucionável,solucionar,ver,498,15.871159330823481,2.6972293427597176,4.200608651555717,10,high,correct,new_high_des,target_high_des,A,A2,2,,12,adjacent_zipf_pair
HD090_low,HD090,,,desperdoável,que pode ser desperdoado,high_des,neg,desperdoável,,perdoável,perdoar,ver,516,16.444815692178548,2.7126497016272113,4.216029010423211,7,low,incorrect,new_high_des,target_high_des,A,A2,2,,12,adjacent_zipf_pair
HD091_low,HD091,,,desimitável,que pode ser desimitado,high_des,neg,desimitável,-,imitável,imitar,ver,527,16.7953834685622,2.7218106152125467,4.225189924008546,6,low,incorrect,new_high_des,target_high_des,A,A2,2,,13,adjacent_zipf_pair
HD078_high,HD078,,,desarrumável,que não é arrumável,high_des,neg,desarrumável,,arrumável,arrumar,ver,537,17.11408144709279,2.7299742856995555,4.233353594495555,7,high,correct,new_high_des,target_high_des,A,A2,2,,13,adjacent_zipf_pair
HD080_high,HD080,,,desabastecível,que não é abastecível,high_des,neg,desabastecível,-,abastecível,abastecer,ver,618,19.695535073190584,2.790988475088816,4.294367783884816,9,high,correct,new_high_des,target_high_des,A,A2,2,,14,adjacent_zipf_pair
HD094_low,HD094,,,desajustável,que pode ser desajustado,high_des,neg,desajustável,-,ajustável,ajustar,ver,675,21.51211355081496,2.829303772831025,4.3326830816270245,7,low,incorrect,new_high_des,target_high_des,A,A2,2,,14,adjacent_zipf_pair
HD095_high,HD095,,,dessuportável,que não é suportável,high_des,neg,dessuportável,,suportável,suportar,ver,703,22.404467890700616,2.846955325019824,4.350334633815824,8,high,correct,new_high_des,target_high_des,A,A2,2,,15,adjacent_zipf_pair
HD097_low,HD097,,,desapertável,que pode ser desapertado,high_des,neg,desapertável,-,apertável,apertar,ver,740,23.583650411263807,2.8692317197309762,4.3726110285269755,7,low,incorrect,new_high_des,target_high_des,A,A2,2,,15,adjacent_zipf_pair
HD098_high,HD098,,,desordenável,que não é ordenável,high_des,neg,desordenável,-,ordenável,ordenar,ver,777,24.762832931827,2.890421018800914,4.393800327596914,7,high,correct,new_high_des,target_high_des,A,A2,2,,16,adjacent_zipf_pair
HD099_low,HD099,,,desatualizável,que pode ser desatualizado,high_des,neg,desatualizável,,atualizável,atualizar,ver,781,24.890312123239234,2.8926510338773004,4.3960303426733,9,low,incorrect,new_high_des,target_high_des,A,A2,2,,16,adjacent_zipf_pair
HD100_high,HD100,,,desconcebível,que não é concebível,high_des,neg,desconcebível,,concebível,conceber,ver,823,26.228843633067722,2.91539983521227,4.418779144008269,8,high,correct,new_high_des,target_high_des,A,A2,2,,17,adjacent_zipf_pair
HD084_low,HD084,,,desarticulável,que pode ser desarticulado,high_des,neg,desarticulável,,articulável,articular,ver,880,28.045422110692094,2.9444826721501687,4.447861980946168,9,low,incorrect,new_high_des,target_high_des,A,A2,2,,17,adjacent_zipf_pair
HD085_high,HD085,,,desapreciável,que não é apreciável,high_des,neg,desapreciável,,apreciável,apreciar,ver,907,28.905906652724696,2.957607287060095,4.460986595856095,8,high,correct,new_high_des,target_high_des,A,A2,2,,18,adjacent_zipf_pair
HD086_low,HD086,,,desempregável,que pode ser desempregado,high_des,neg,desempregável,,empregável,empregar,ver,931,29.670781801198114,2.9689496809813427,4.472328989777342,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,18,adjacent_zipf_pair
HD101_high,HD101,,,desreprodutível,que não é reprodutível,high_des,neg,desreprodutível,-,reprodutível,reproduzir,ver,978,31.168662300291896,2.9903388547876015,4.493718163583601,10,high,correct,new_high_des,target_high_des,A,A2,2,,19,adjacent_zipf_pair
HD103_low,HD103,,,descontestável,que pode ser descontestado,high_des,neg,descontestável,-,contestável,contestar,ver,1106,35.24799642548347,3.0437551269686796,4.547134435764679,9,low,incorrect,new_high_des,target_high_des,A,A2,2,,19,adjacent_zipf_pair
HD089_high,HD089,,,desdetectável,que não é detectável,high_des,neg,desdetectável,,detectável,detectar,ver,1123,35.78978298898548,3.050379756261458,4.5537590650574575,8,high,correct,new_high_des,target_high_des,A,A2,2,,20,adjacent_zipf_pair
HD105_low,HD105,,,descoordenável,que pode ser descoordenado,high_des,neg,descoordenável,-,coordenável,coordenar,ver,1184,37.73384065802209,3.073351702386901,4.5767310111829005,9,low,incorrect,new_high_des,target_high_des,A,A2,2,,20,adjacent_zipf_pair
HD092_high,HD092,,,desquestionável,que não é questionável,high_des,neg,desquestionável,-,questionável,questionar,ver,1306,41.621955996095316,3.115943176939055,4.619322485735054,10,high,correct,new_high_des,target_high_des,A,A2,2,,21,adjacent_zipf_pair
HD093_low,HD093,,,desanimável,que pode ser desanimado,high_des,neg,desanimável,-,animável,animar,ver,1378,43.916581441515575,3.139249217571607,4.642628526367607,6,low,incorrect,new_high_des,target_high_des,A,A2,2,,21,adjacent_zipf_pair
HD106_low,HD106,,,desprocessável,que pode ser desprocessado,high_des,neg,desprocessável,-,processável,processar,ver,1411,44.96828477066653,3.149527013754348,4.652906322550347,9,low,incorrect,new_high_des,target_high_des,A,A2,2,,22,adjacent_zipf_pair
HD107_high,HD107,,,desavisável,que não é avisável,high_des,neg,desavisável,-,avisável,avisar,ver,1531,48.79266051303363,3.184975190698261,4.6883544994942605,6,high,correct,new_high_des,target_high_des,A,A2,2,,22,adjacent_zipf_pair
HD096_low,HD096,,,desexplorável,que pode ser desexplorado,high_des,neg,desexplorável,,explorável,explorar,ver,1548,49.33444707653564,3.189770956346874,4.693150265142874,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,23,adjacent_zipf_pair
HD108_high,HD108,,,descorrigível,que não é corrigível,high_des,neg,descorrigível,,corrigível,corrigir,ver,1843,58.7360374431881,3.2655253352190736,4.768904644015073,8,high,correct,new_high_des,target_high_des,A,A2,2,,23,adjacent_zipf_pair
HD109_low,HD109,,,dessustentável,que pode ser dessustentado,high_des,neg,dessustentável,,sustentável,sustentar,ver,1940,61.827407834934846,3.287801729930226,4.791181038726226,9,low,incorrect,new_high_des,target_high_des,A,A2,2,,24,adjacent_zipf_pair
HD110_high,HD110,,,desseparável,que não é separável,high_des,neg,desseparável,-,separável,separar,ver,2011,64.09016348250205,3.303412070596742,4.806791379392742,7,high,correct,new_high_des,target_high_des,A,A2,2,,24,adjacent_zipf_pair
HD102_high,HD102,,,desverificável,que não é verificável,high_des,neg,desverificável,-,verificável,verificar,ver,2224,70.87843042520366,3.34713478291002,4.850514091706019,9,high,correct,new_high_des,target_high_des,A,A2,2,,25,adjacent_zipf_pair
HD111_low,HD111,,,descalculável,que pode ser descalculado,high_des,neg,descalculável,-,calculável,calcular,ver,2267,72.24883173288521,3.3554515201265174,4.8588308289225175,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,25,adjacent_zipf_pair
HD112_high,HD112,,,destransmissível,que não é transmissível,high_des,neg,destransmissível,-,transmissível,transmitir,ver,2275,72.50379011570968,3.3569814009931314,4.860360709789131,10,high,correct,new_high_des,target_high_des,A,A2,2,,26,adjacent_zipf_pair
HD113_low,HD113,,,deslimitável,que pode ser deslimitado,high_des,neg,deslimitável,-,limitável,limitar,ver,2399,76.45564504948902,3.380030247967831,4.88340955676383,7,low,incorrect,new_high_des,target_high_des,A,A2,2,,26,adjacent_zipf_pair
HD104_low,HD104,,,desjustificável,que pode ser desjustificado,high_des,neg,desjustificável,-,justificável,justificar,ver,2543,81.04489594032954,3.405346360175709,4.908725668971709,10,low,incorrect,new_high_des,target_high_des,A,A2,2,,27,adjacent_zipf_pair
HD114_high,HD114,,,desoperável,que não é operável,high_des,neg,desoperável,-,operável,operar,ver,2559,81.55481270597849,3.4080702858871854,4.9114495946831855,6,high,correct,new_high_des,target_high_des,A,A2,2,,27,adjacent_zipf_pair
HD115_low,HD115,,,desalcançável,que pode ser desalcançado,high_des,neg,desalcançável,-,alcançável,alcançar,ver,2640,84.13626633207629,3.4216039268698313,4.924983235665831,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,28,adjacent_zipf_pair
HD116_high,HD116,,,desgravável,que não é gravável,high_des,neg,desgravável,-,gravável,gravar,ver,2931,93.41037750731651,3.4670158184384356,4.970395127234435,6,high,correct,new_high_des,target_high_des,A,A2,2,,28,adjacent_zipf_pair
HD117_low,HD117,,,despraticável,que pode ser despraticado,high_des,neg,despraticável,-,praticável,praticar,ver,2933,93.47411710302264,3.467312062980552,4.970691371776552,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,29,adjacent_zipf_pair
HD118_high,HD118,,,desassistível,que não é assistível,high_des,neg,desassistível,,assistível,assistir,ver,3447,109.85519319949506,3.5374412834079476,5.040820592203947,8,high,correct,new_high_des,target_high_des,A,A2,2,,29,adjacent_zipf_pair
HD119_low,HD119,,,dessubstituível,que pode ser dessubstituído,high_des,neg,dessubstituível,,substituível,substituir,ver,3533,112.59599581485816,3.5481436374348454,5.051522946230845,10,low,incorrect,new_high_des,target_high_des,A,A2,2,,30,adjacent_zipf_pair
HD120_high,HD120,,,desobservável,que não é observável,high_des,neg,desobservável,-,observável,observar,ver,3764,119.95791911891483,3.5756496147552195,5.079028923551219,8,high,correct,new_high_des,target_high_des,A,A2,2,,30,adjacent_zipf_pair
HD121_high,HD121,,,descomunizável,que não é comunizável,high_des,neg,descomunizável,-,comunizável,comum,adj,5091,162.2491408699244,3.706803097037338,5.210182405833338,5,high,correct,new_high_des,target_high_des,A,A2,2,,31,adjacent_zipf_pair
HD122_low,HD122,,,despreparável,que pode ser despreparado,high_des,neg,despreparável,-,preparável,preparar,ver,5557,177.10046666944996,3.744840396785379,5.248219705581379,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,31,adjacent_zipf_pair
HD123_high,HD123,,,desentendível,que não é entendível,high_des,neg,desentendível,-,entendível,entender,ver,5801,184.87669734559643,3.763502865467597,5.266882174263596,8,high,correct,new_high_des,target_high_des,A,A2,2,,32,adjacent_zipf_pair
HD124_low,HD124,,,despublicável,que pode ser despublicado,high_des,neg,despublicável,-,publicável,publicar,ver,6381,203.36118010037075,3.8048887446223913,5.3082680534183915,8,low,incorrect,new_high_des,target_high_des,A,A2,2,,32,adjacent_zipf_pair
HD125_low,HD125,,,desaceitável,que pode ser desaceitado,high_des,neg,desaceitável,-,aceitável,aceitar,ver,6425,204.76345120590537,3.807873132003332,5.311252440799332,7,low,incorrect,new_high_des,target_high_des,A,A2,2,,33,adjacent_zipf_pair
HD126_high,HD126,,,desutilizável,que não é utilizável,high_des,neg,desutilizável,-,utilizável,utilizar,ver,6873,219.04112064407587,3.83714634390906,5.340525652705059,8,high,correct,new_high_des,target_high_des,A,A2,2,,33,adjacent_zipf_pair
HD127_low,HD127,,,deselegível,que pode ser deselegido,high_des,neg,deselegível,-,elegível,eleger,ver,7013,223.50289234350416,3.8459038388987827,5.349283147694782,6,low,incorrect,new_high_des,target_high_des,A,A2,2,,34,adjacent_zipf_pair
HD128_high,HD128,,,desexplicável,que não é explicável,high_des,neg,desexplicável,-,explicável,explicar,ver,7167,228.41084121287528,3.8553374044695405,5.35871671326554,8,high,correct,new_high_des,target_high_des,A,A2,2,,34,adjacent_zipf_pair
HD129_low,HD129,,,desevitável,que pode ser desevitado,high_des,neg,desevitável,-,evitável,evitar,ver,7684,244.88752670290688,3.885587356189656,5.388966664985656,6,low,incorrect,new_high_des,target_high_des,A,A2,2,,35,adjacent_zipf_pair
HD130_high,HD130,,,despagável,que não é pagável,high_des,neg,despagável,-,pagável,pagar,ver,12389,394.8349256015504,4.093036252945163,5.596415561741162,5,high,correct,new_high_des,target_high_des,A,A2,2,,35,adjacent_zipf_pair
HD131_low,HD131,,,desconsiderável,que pode ser desconsiderado,high_des,neg,desconsiderável,-,considerável,considerar,ver,12399,395.153623580081,4.093386660001371,5.596765968797371,10,low,incorrect,new_high_des,target_high_des,A,A2,2,,36,adjacent_zipf_pair
HD132_high,HD132,,,desrealizável,que não é realizável,high_des,neg,desrealizável,-,realizável,realizar,ver,12732,405.76626626514974,4.104896629948965,5.608275938744965,8,high,correct,new_high_des,target_high_des,A,A2,2,,36,adjacent_zipf_pair
HD133_high,HD133,,,desapresentável,que não é apresentável,high_des,neg,desapresentável,-,apresentável,apresentar,ver,14486,461.66589169941557,4.160948480864697,5.664327789660696,10,high,correct,new_high_des,target_high_des,A,A2,2,,37,adjacent_zipf_pair
HD134_low,HD134,,,desusável,que pode ser desusado,high_des,neg,desusável,-,usável,usar,ver,16270,518.5216110692731,4.211387552936859,5.714766861732858,4,low,incorrect,new_high_des,target_high_des,A,A2,2,,37,adjacent_zipf_pair
HI003_high,HI003,1,1,indissociável,que não é dissociável,high_in,neg,indissociável,-,dissociável,dissociar,verb,105,3.346328775,2.021189299,3.524568608,9,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
HI036_high,HI036,1,1,inarticulável,que não é articulável,high_in,neg,inarticulável,-,articulável,articular,verb,880,28.04542211,2.944482672,4.447861981,9,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
HI039_low,HI039,2,1,indetectável,que pode ser indetectado,high_in,neg,indetectável,-,detectável,detectar,verb,1123,35.78978299,3.050379756,4.553759065,8,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HI042_high,HI042,1,1,intraduzível,que não é traduzível,high_in,neg,intraduzível,-,traduzível,traduzir,verb,1304,41.5582164,3.115277591,4.6186569,8,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
HI043_low,HI043,2,1,inquestionável,que pode ser inquestionado,high_in,neg,inquestionável,-,questionável,questionar,verb,1306,41.621956,3.115943177,4.619322486,10,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HI048_low,HI048,2,1,inescapável,que pode ser inescapado,high_in,neg,inescapável,-,escapável,escapar,verb,1703,54.27426574,3.231214648,4.734593957,7,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HI052_low,HI052,2,1,indesejável,que pode ser indesejado,high_in,neg,indesejável,-,desejável,desejar,verb,2322,74.00167061,3.365862215,4.869241524,7,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HI057_high,HI057,1,1,inalterável,que não é alterável,high_in,neg,inalterável,-,alterável,alterar,verb,2627,83.72195896,3.419460073,4.922839382,7,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
LD004_high,LD004,2,1,dessalinizável,que não é salinizável,low_des,rev,dessalinizável,dessalinizar,-,salinizar,ver,5,0.159348989,0.698970004,2.202349313,9,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
LD019_low,LD019,1,1,desembrulhável,que pode ser desembrulhado,low_des,rev,desembrulhável,desembrulhar,-,embrulhar,ver,77,2.453974435,1.886490725,3.389870034,9,low,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
LD021_low,LD021,1,1,desembaralhável,que pode ser desembaralhado,low_des,rev,desembaralhável,desembaralhar,-,embaralhar,ver,82,2.613323424,1.913813852,3.417193161,10,low,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
LD025_high,LD025,2,1,desinflável,que não é inflável,low_des,rev,desinflável,desinflar,-,inflar,ver,143,4.557381093,2.155336037,3.658715346,6,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
LD028_low,LD028,1,1,despoluível,que pode ser despoluido,low_des,rev,despoluível,despoluir,-,poluir,ver,238,7.585011889,2.376576957,3.879956266,6,low,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
LD029_high,LD029,2,1,desenrolável,que não é enrolável,low_des,rev,desenrolável,desenrolar,-,enrolar,ver,268,8.541105825,2.428134794,3.931514103,7,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
LD035_high,LD035,2,1,desestruturável,que não é estruturável,low_des,rev,desestruturável,desestruturar,-,estruturar,ver,360,11.47312723,2.556302501,4.05968181,10,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
LD038_high,LD038,2,1,descolorível,que não é colorível,low_des,rev,descolorível,descolorir,-,colorir,ver,515,16.41294589,2.711807229,4.215186538,7,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
LD045_low,LD045,1,1,desdobrável,que pode ser desdobrado,low_des,rev,desdobrável,desdobrar,-,dobrar,ver,872,27.79046373,2.940516485,4.443895794,6,low,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
LD049_high,LD049,2,1,desprogramável,que não é programável,low_des,rev,desprogramável,desprogramar,-,programar,ver,1547,49.30257728,3.189490314,4.692869622,9,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HD001_low,HD001,2,1,descomensurável,que pode ser descomensurado,high_des,neg,descomensurável,-,comensurável,comensurar,ver,1,0.031869798,0,1.503379309,10,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HD007_low,HD007,2,1,deslapidável,que pode ser deslapidado,high_des,neg,deslapidável,,lapidável,lapidar,ver,25,0.796744946,1.397940009,2.901319317,7,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HD009_low,HD009,2,1,desmastigável,que pode ser desmastigado,high_des,neg,desmastigável,,mastigável,mastigar,ver,46,1.466010701,1.662757832,3.16613714,8,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HD017_high,HD017,1,1,desenumerável,que não é enumerável,high_des,neg,desenumerável,-,enumerável,enumerar,ver,141,4.493641497,2.149219113,3.652598421,8,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
HD022_high,HD022,1,1,desgerenciável,que não é gerenciável,high_des,neg,desgerenciável,-,gerenciável,gerenciar,ver,220,7.011355528,2.342422681,3.84580199,9,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
HD024_low,HD024,2,1,desnavegável,que pode ser desnavegado,high_des,neg,desnavegável,-,navegável,navegar,ver,222,7.075095123,2.346352974,3.849732283,7,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HD032_high,HD032,1,1,desfotografável,que não é fotografável,high_des,neg,desfotografável,-,fotografável,fotografar,ver,623,19.85488406,2.794488047,4.297867355,10,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
HD035_low,HD035,2,1,desdistinguível,que pode ser desdistinguido,high_des,neg,desdistinguível,-,distinguível,distinguir,ver,820,26.13323424,2.913813852,4.417193161,10,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HD042_high,HD042,1,1,desconsultável,que não é consultável,high_des,neg,desconsultável,-,consultável,consultar,ver,1237,39.42293994,3.0923697,4.595749008,9,high,correct,first_round_retest,old_condition_filler,A,A2,2,1,,
HD052_low,HD052,2,1,descomparável,que pode ser descomparado,high_des,neg,descomparável,-,comparável,comparar,ver,2684,85.53853744,3.428782511,4.93216182,8,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,1,,
HI008_low,HI008,3,2,inconsolável,que pode ser inconsolado,high_in,neg,inconsolável,-,consolável,consolar,verb,143,4.557381093,2.155336037,3.658715346,8,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,2,,
HI015_high,HI015,2,2,incomputável,que não é computável,high_in,neg,incomputável,-,computável,computar,verb,279,8.891673601,2.445604203,3.948983512,8,high,correct,first_round_retest,old_condition_filler,A,A2,2,2,,
HI024_high,HI024,2,2,inabitável,que não é habitável,high_in,neg,inabitável,-,habitável,habitar,verb,451,14.37327883,2.654176542,4.157555851,7,high,correct,first_round_retest,old_condition_filler,A,A2,2,2,,
HI035_high,HI035,2,2,inconcebível,que não é concebível,high_in,neg,inconcebível,-,concebível,conceber,verb,823,26.22884363,2.915399835,4.418779144,8,high,correct,first_round_retest,old_condition_filler,A,A2,2,2,,
HI054_low,HI054,3,2,inestimável,que pode ser inestimado,high_in,neg,inestimável,-,estimável,estimar,verb,2395,76.32816586,3.379305518,4.882684827,7,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,2,,
HI059_high,HI059,2,2,indivisível,que não é divisível,high_in,neg,indivisível,-,divisível,dividir,verb,4052,129.1364209,3.607669437,5.111048745,7,high,correct,first_round_retest,old_condition_filler,A,A2,2,2,,
HI060_low,HI060,3,2,ilegível,que pode ser ilido,high_in,neg,ilegível,-,legível,ler,verb,5906,188.2230261,3.771293443,5.274672751,3,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,2,,
LD011_high,LD011,3,2,desentortável,que não é entortável,low_des,rev,desentortável,desentortar,-,entortar,ver,48,1.529750297,1.681241237,3.184620546,8,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,2,,
LD012_low,LD012,2,2,desintoxicável,que pode ser desintoxicado,low_des,rev,desintoxicável,desintoxicar,-,intoxicar,ver,53,1.689099286,1.72427587,3.227655178,9,low,correct,first_round_retest,old_condition_filler,A,A2,2,2,,
LD024_low,LD024,2,2,desgrudável,que pode ser desgrudado,low_des,rev,desgrudável,desgrudar,-,grudar,ver,135,4.30242271,2.130333768,3.633713077,6,low,correct,first_round_retest,old_condition_filler,A,A2,2,2,,
LD026_high,LD026,3,2,desobstruível,que não é obstruível,low_des,rev,desobstruível,desobstruir,obstruível,obstruir,ver,204,6.501438762,2.309630167,3.813009476,8,high,incorrect,first_round_retest,old_condition_filler,A,A2,2,2,,
LD056_low,LD056,2,2,desconstruível,que pode ser desconstruido,low_des,rev,desconstruível,desconstruir,-,construir,ver,4343,138.4105321,3.637789829,5.141169138,9,low,correct,first_round_retest,old_condition_filler,A,A2,2,2,,
HD004_low,HD004,3,2,desenxaguável,que pode ser desenxaguado,high_des,neg,desenxaguável,,enxaguável,enxaguar,ver,16,0.509916766,1.204119983,2.707499291,8,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,2,,
HD013_low,HD013,3,2,descarimbável,que pode ser descarimbado,high_des,neg,descarimbável,,carimbável,carimbar,ver,93,2.9638912,1.968482949,3.471862257,8,low,incorrect,first_round_retest,old_condition_filler,A,A2,2,2,,
